대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,,AGE_003,12,299.75,2.83,12280,76
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,,AGE_004,4,151.07,1.27,5450,173
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,,AGE_005,6,2192.96,16.27,70080,90
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,,AGE_006,1,9.01,0.08,350,2
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,F,AGE_002,32,3208.15,31.12,134130,403
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,F,AGE_003,18,563.63,5.56,23950,209
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,F,AGE_004,4,88.82,0.77,3300,48
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,F,AGE_005,4,2391.36,19.29,83170,14
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,F,AGE_007,1,44.19,0.29,1240,8
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_001,1,38.78,0.33,1440,8
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_002,46,3551.95,31.55,135910,599
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_003,47,3172.76,23.19,99950,705
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_004,28,3981.3,37.33,160880,487
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_005,14,1012.1,7.71,33240,187
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_006,7,276.32,2.4,10410,89
Dec-19,1297,1297. 석촌호수교차로(동호 팔각정 앞),정기,M,AGE_007,1,480.54,3.06,13190,35
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),\N,AGE_002,12,2463.67,20.97,90450,350
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),\N,AGE_003,3,96.37,0.84,3610,21
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),\N,AGE_004,3,374.69,2.89,12450,57
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),,AGE_002,2,1620.87,15.08,64970,35
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),F,AGE_001,1,37.03,0.43,1870,14
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),F,AGE_002,3,287.03,2.22,9570,118
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),M,AGE_001,1,60.05,0.52,2230,22
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),M,AGE_002,6,586.5,5.1,21980,118
Dec-19,1299,1299. 송파소방서 (방이119안전센터),일일(회원),M,AGE_003,5,727.7,5.86,25270,172
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,\N,AGE_001,49,5767.94,46.65,201080,653
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,\N,AGE_002,40,9018.57,80.95,348910,742
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,\N,AGE_003,15,1971.69,14.73,63470,444
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,\N,AGE_004,10,2694.18,21.52,92740,199
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,\N,AGE_005,35,4975.5,34.71,149550,257
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,\N,AGE_006,14,6848.68,53.75,231670,236
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,,AGE_001,9,372.08,2.77,11930,156
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,,AGE_002,34,3633.17,27.27,117630,349
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,,AGE_004,7,491.47,4.08,17630,165
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,F,AGE_002,25,749.61,7.42,31860,462
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,F,AGE_003,18,2733.87,25.21,108620,390
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,F,AGE_004,3,397.97,3.57,15410,90
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,F,AGE_005,5,1776.93,17.42,75140,119
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,M,AGE_001,13,632.63,5.41,23260,163
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,M,AGE_002,7,240.31,2.18,9390,43
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,M,AGE_003,9,2124.82,17.82,76820,298
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,M,AGE_004,26,1581.88,11.12,47920,428
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,M,AGE_005,19,791.84,6.44,27880,176
Dec-19,1299,1299. 송파소방서 (방이119안전센터),정기,M,AGE_006,3,318.56,2.59,11170,111
Dec-19,1300,1300. 오륜사거리,단체,\N,AGE_003,7,444.53,4.59,19790,175
Dec-19,1300,1300. 오륜사거리,일일(비회원),\N,AGE_008,4,419.82,3.78,16310,135
Dec-19,1300,1300. 오륜사거리,일일(회원),\N,AGE_001,3,264.57,2.1,9060,58
Dec-19,1300,1300. 오륜사거리,일일(회원),\N,AGE_002,5,268.77,2.87,12370,100
Dec-19,1300,1300. 오륜사거리,일일(회원),\N,AGE_003,2,120.82,1.24,5330,33
Dec-19,1300,1300. 오륜사거리,일일(회원),\N,AGE_004,1,0,0,0,58
Dec-19,1300,1300. 오륜사거리,일일(회원),\N,AGE_008,1,137.45,1.24,5340,27
Dec-19,1300,1300. 오륜사거리,일일(회원),,AGE_002,2,255.16,2.06,8900,48
Dec-19,1300,1300. 오륜사거리,일일(회원),,AGE_004,1,110.05,0.92,3970,16
Dec-19,1300,1300. 오륜사거리,일일(회원),F,AGE_002,1,54.47,0.69,2990,30
Dec-19,1300,1300. 오륜사거리,일일(회원),F,AGE_003,1,144.4,1.3,5610,77
Dec-19,1300,1300. 오륜사거리,일일(회원),M,AGE_001,5,131.8,1.18,5120,37
Dec-19,1300,1300. 오륜사거리,일일(회원),M,AGE_002,1,88.96,0.72,3120,13
Dec-19,1300,1300. 오륜사거리,일일(회원),M,AGE_003,2,181.51,1.16,4980,27
Dec-19,1300,1300. 오륜사거리,일일(회원),M,AGE_004,2,82.24,0.82,3520,18
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_001,4,223.63,1.97,8490,81
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_002,50,8718.3,58.51,252280,883
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_003,13,2234.63,17.73,76410,182
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_004,42,3293.81,26.55,114430,750
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_005,20,1180.1,9.98,43050,344
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_006,4,280.6,2.28,9790,57
Dec-19,1300,1300. 오륜사거리,정기,\N,AGE_008,10,378.85,3.56,15430,85
Dec-19,1300,1300. 오륜사거리,정기,,AGE_002,3,149.13,1.64,7050,42
Dec-19,1300,1300. 오륜사거리,정기,,AGE_005,1,0,0,0,6
Dec-19,1300,1300. 오륜사거리,정기,F,AGE_001,7,350.07,3.87,16680,124
Dec-19,1300,1300. 오륜사거리,정기,F,AGE_002,37,2427.18,26.08,112280,1931
Dec-19,1300,1300. 오륜사거리,정기,F,AGE_003,1,32.89,0.35,1510,10
Dec-19,1300,1300. 오륜사거리,정기,F,AGE_004,1,21.19,0.25,1070,20
Dec-19,1300,1300. 오륜사거리,정기,F,AGE_005,6,237.63,2.53,10910,48
Dec-19,1300,1300. 오륜사거리,정기,M,AGE_002,5,427.35,3.64,15720,93
Dec-19,1300,1300. 오륜사거리,정기,M,AGE_003,9,803.04,6.05,26120,235
Dec-19,1300,1300. 오륜사거리,정기,M,AGE_004,17,2118.71,16.41,70740,412
Dec-19,1300,1300. 오륜사거리,정기,M,AGE_005,18,2343.68,16.89,72890,329
Dec-19,1300,1300. 오륜사거리,정기,M,AGE_006,8,241.69,1.89,8090,73
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(비회원),\N,AGE_008,2,59.46,0.53,2310,26
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),\N,AGE_001,1,82.86,0.65,2790,12
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),\N,AGE_002,10,480.27,4.23,18260,153
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),\N,AGE_003,1,31.38,0.32,1390,8
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),,AGE_002,2,156.29,1.39,6020,39
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),F,AGE_003,1,93.88,1.02,4390,23
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),M,AGE_002,3,93.53,0.79,3410,22
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),M,AGE_003,6,412.47,3.57,15340,74
Dec-19,1302,1302. 한성대입구역6번출구 뒤,일일(회원),M,AGE_005,1,46.43,0.41,1750,11
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_001,14,470.96,3.73,16170,88
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_002,68,4153.48,38.92,167850,838
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_003,17,875.01,8.1,34900,350
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_004,30,1419.05,12.45,53620,411
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_005,11,1090.23,10.71,46130,260
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_006,6,291.01,2.42,10440,66
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,\N,AGE_008,1,52.27,0.56,2400,28
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,,AGE_002,13,386.25,3.04,13100,112
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,,AGE_003,4,343.66,2.28,9800,71
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,,AGE_005,6,282.41,2.77,11900,90
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,F,AGE_001,2,118.79,1.31,5660,41
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,F,AGE_002,14,469.77,4.58,19720,136
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,F,AGE_003,10,733.26,7.33,31590,168
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,F,AGE_004,3,114.21,1.16,5010,32
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,F,AGE_005,2,95.94,1.02,4410,31
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_001,8,298.02,2.6,11200,55
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_002,32,6213.67,54.25,233800,459
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_003,41,4346.47,32.54,140250,765
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_004,41,6541.97,55.43,238930,718
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_005,16,609.88,4.88,21030,131
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_006,2,290.78,2.43,10490,144
Dec-19,1302,1302. 한성대입구역6번출구 뒤,정기,M,AGE_007,1,35.23,0.32,1390,8
Dec-19,1303,1303. 돈암초교 입구,단체,M,AGE_001,2,219.79,2.04,8810,106
Dec-19,1303,1303. 돈암초교 입구,일일(비회원),\N,AGE_008,2,134.88,1.22,5240,77
Dec-19,1303,1303. 돈암초교 입구,일일(회원),\N,AGE_001,4,367.61,2.99,12840,61
Dec-19,1303,1303. 돈암초교 입구,일일(회원),\N,AGE_002,20,7829.47,61.36,264440,309
Dec-19,1303,1303. 돈암초교 입구,일일(회원),\N,AGE_003,4,145.65,1.32,5720,63
Dec-19,1303,1303. 돈암초교 입구,일일(회원),\N,AGE_004,5,442.46,3.42,14730,83
Dec-19,1303,1303. 돈암초교 입구,일일(회원),\N,AGE_005,1,102.19,0.87,3740,26
Dec-19,1303,1303. 돈암초교 입구,일일(회원),F,AGE_002,7,725.96,7.56,32620,214
Dec-19,1303,1303. 돈암초교 입구,일일(회원),F,AGE_003,1,102.15,1.09,4690,81
Dec-19,1303,1303. 돈암초교 입구,일일(회원),F,AGE_007,1,8.93,0.1,410,3
Dec-19,1303,1303. 돈암초교 입구,일일(회원),M,AGE_001,3,433.55,2.97,12740,799
Dec-19,1303,1303. 돈암초교 입구,일일(회원),M,AGE_002,9,817.76,6.91,29730,133
Dec-19,1303,1303. 돈암초교 입구,일일(회원),M,AGE_003,5,149.22,1.21,5250,66
Dec-19,1303,1303. 돈암초교 입구,일일(회원),M,AGE_004,5,469.71,3.15,13540,87
Dec-19,1303,1303. 돈암초교 입구,일일(회원),M,AGE_005,1,115.71,1.13,4870,28
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_001,35,7338.01,61.84,266530,301
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_002,95,5292.93,47.3,203920,1387
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_003,46,2005.44,16.59,71720,315
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_004,32,6196.97,55.1,237440,718
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_005,17,1067.12,9.45,40710,367
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_006,1,35.78,0.32,1390,15
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_007,3,283.91,2.57,11030,74
Dec-19,1303,1303. 돈암초교 입구,정기,\N,AGE_008,3,236.76,2.21,9490,56
Dec-19,1303,1303. 돈암초교 입구,정기,,AGE_001,1,19.82,0.18,770,5
Dec-19,1303,1303. 돈암초교 입구,정기,,AGE_002,9,2186.95,13.9,59890,440
Dec-19,1303,1303. 돈암초교 입구,정기,,AGE_003,2,218.5,1.59,6860,57
Dec-19,1303,1303. 돈암초교 입구,정기,,AGE_004,1,\N,\N,0,5
Dec-19,1303,1303. 돈암초교 입구,정기,,AGE_005,4,329.67,3.07,13190,66
Dec-19,1303,1303. 돈암초교 입구,정기,,AGE_006,31,1068.04,8.96,38530,278
Dec-19,1303,1303. 돈암초교 입구,정기,F,AGE_001,1,93.95,0.85,3650,25
Dec-19,1303,1303. 돈암초교 입구,정기,F,AGE_002,29,1081.86,10.1,43440,395
Dec-19,1303,1303. 돈암초교 입구,정기,F,AGE_003,23,1673.17,15.56,67070,359
Dec-19,1303,1303. 돈암초교 입구,정기,F,AGE_004,6,412.02,3.75,16170,128
Dec-19,1303,1303. 돈암초교 입구,정기,F,AGE_005,9,495.05,5.15,22250,138
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_001,1,53.86,0.47,2030,13
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_002,106,7814.53,62.82,270770,1293
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_003,41,2821.7,21.04,90610,510
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_004,63,12797.42,88.25,380270,1251
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_005,6,266.77,2.13,9190,60
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_006,7,1113.4,9.46,40790,262
Dec-19,1303,1303. 돈암초교 입구,정기,M,AGE_007,13,3416.81,25.11,108250,285
Dec-19,1304,1304. 만해공원,일일(회원),\N,AGE_002,3,140.65,1.3,5580,42
Dec-19,1304,1304. 만해공원,일일(회원),\N,AGE_003,3,87.06,0.97,4210,32
Dec-19,1304,1304. 만해공원,일일(회원),F,AGE_002,1,678.18,7.79,33580,10
Dec-19,1304,1304. 만해공원,일일(회원),M,AGE_002,1,32.16,0.27,1160,4
Dec-19,1304,1304. 만해공원,일일(회원),M,AGE_003,2,74.53,0.47,2030,15
Dec-19,1304,1304. 만해공원,정기,\N,AGE_001,1,28.69,0.24,1050,4
Dec-19,1304,1304. 만해공원,정기,\N,AGE_002,16,590.13,4.14,17890,131
Dec-19,1304,1304. 만해공원,정기,\N,AGE_003,28,1366.24,10.67,45890,390
Dec-19,1304,1304. 만해공원,정기,\N,AGE_004,17,1474.97,15.34,66140,248
Dec-19,1304,1304. 만해공원,정기,\N,AGE_005,22,1684.07,16.38,70620,336
Dec-19,1304,1304. 만해공원,정기,\N,AGE_006,1,80.33,0.68,2940,12
Dec-19,1304,1304. 만해공원,정기,,AGE_005,19,908.78,8.18,35250,172
Dec-19,1304,1304. 만해공원,정기,F,AGE_002,14,866.67,6.87,29610,227
Dec-19,1304,1304. 만해공원,정기,F,AGE_003,8,259.6,3.04,13080,114
Dec-19,1304,1304. 만해공원,정기,F,AGE_004,1,76.82,0.9,3880,26
Dec-19,1304,1304. 만해공원,정기,M,AGE_002,22,776.56,6.83,29370,166
Dec-19,1304,1304. 만해공원,정기,M,AGE_003,29,5572.01,45.78,197270,298
Dec-19,1304,1304. 만해공원,정기,M,AGE_004,32,3112.42,25.44,109750,356
Dec-19,1304,1304. 만해공원,정기,M,AGE_005,19,2035.36,15.89,68530,211
Dec-19,1304,1304. 만해공원,정기,M,AGE_006,2,62.47,0.56,2390,9
Dec-19,1305,1305. 성북구청,단체,\N,AGE_002,2,76.96,0.69,2990,14
Dec-19,1305,1305. 성북구청,단체,F,AGE_004,2,84.33,1.59,6870,104
Dec-19,1305,1305. 성북구청,단체,M,AGE_004,2,1764.26,12.92,55690,46
Dec-19,1305,1305. 성북구청,일일(비회원),\N,AGE_008,8,864.6,7.8,33590,376
Dec-19,1305,1305. 성북구청,일일(회원),\N,AGE_001,1,187.62,1.19,5150,38
Dec-19,1305,1305. 성북구청,일일(회원),\N,AGE_002,13,751.06,5.52,23790,143
Dec-19,1305,1305. 성북구청,일일(회원),\N,AGE_003,2,75.07,0.59,2550,11
Dec-19,1305,1305. 성북구청,일일(회원),\N,AGE_004,4,612.9,4.45,19190,184
Dec-19,1305,1305. 성북구청,일일(회원),\N,AGE_008,2,1204.16,11.76,50680,33
Dec-19,1305,1305. 성북구청,일일(회원),,AGE_002,1,56.89,0.51,2210,41
Dec-19,1305,1305. 성북구청,일일(회원),F,AGE_003,2,206.6,1.99,8560,77
Dec-19,1305,1305. 성북구청,일일(회원),M,AGE_002,10,2398.2,16.52,71140,144
Dec-19,1305,1305. 성북구청,일일(회원),M,AGE_003,2,814.1,7.29,31420,138
Dec-19,1305,1305. 성북구청,일일(회원),M,AGE_004,3,198.61,1.75,7530,60
Dec-19,1305,1305. 성북구청,정기,\N,AGE_001,6,1048.51,10.78,46440,53
Dec-19,1305,1305. 성북구청,정기,\N,AGE_002,67,3591.88,29.16,125630,991
Dec-19,1305,1305. 성북구청,정기,\N,AGE_003,34,4496.06,36.86,158940,669
Dec-19,1305,1305. 성북구청,정기,\N,AGE_004,32,2584.56,20.85,89720,641
Dec-19,1305,1305. 성북구청,정기,\N,AGE_005,8,510.21,4.63,19930,123
Dec-19,1305,1305. 성북구청,정기,\N,AGE_006,16,4554.39,38.12,164300,460
Dec-19,1305,1305. 성북구청,정기,\N,AGE_008,2,140.54,1.26,5460,28
Dec-19,1305,1305. 성북구청,정기,,AGE_002,10,430.04,3.47,14980,104
Dec-19,1305,1305. 성북구청,정기,,AGE_004,3,246.22,2.49,10720,77
Dec-19,1305,1305. 성북구청,정기,F,AGE_002,20,1070.43,11.27,48510,355
Dec-19,1305,1305. 성북구청,정기,F,AGE_003,32,2793.36,29.5,127100,537
Dec-19,1305,1305. 성북구청,정기,F,AGE_004,3,793.57,7.15,30830,151
Dec-19,1305,1305. 성북구청,정기,F,AGE_005,2,71.04,0.64,2760,36
Dec-19,1305,1305. 성북구청,정기,M,AGE_001,1,17.25,0.16,670,5
Dec-19,1305,1305. 성북구청,정기,M,AGE_002,65,3845.85,31.26,134880,577
Dec-19,1305,1305. 성북구청,정기,M,AGE_003,57,7337.96,61.56,265210,1340
Dec-19,1305,1305. 성북구청,정기,M,AGE_004,18,1120.32,10.85,46830,472
Dec-19,1305,1305. 성북구청,정기,M,AGE_005,8,310.41,2.77,11970,68
Dec-19,1305,1305. 성북구청,정기,M,AGE_006,1,48.06,0.38,1640,12
Dec-19,1306,1306. 한성대입구역2번출구,단체,\N,AGE_002,3,328.18,3.09,13340,114
Dec-19,1306,1306. 한성대입구역2번출구,단체,F,AGE_002,2,241.38,2.88,12440,94
Dec-19,1306,1306. 한성대입구역2번출구,일일(비회원),\N,AGE_008,12,981.73,8.86,38140,331
Dec-19,1306,1306. 한성대입구역2번출구,일일(비회원),F,AGE_008,1,129.21,1.16,5020,32
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),\N,AGE_001,8,865.06,6.38,27490,188
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),\N,AGE_002,37,4866.3,44.39,191430,970
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),\N,AGE_003,6,523.79,4.25,18340,238
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),\N,AGE_004,1,119.16,0.82,3540,20
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),\N,AGE_008,1,197.68,1.78,7680,44
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),,AGE_002,6,519.76,5.76,24860,308
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),F,AGE_002,7,528.87,5.24,22570,211
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),F,AGE_003,1,25.4,0.28,1210,8
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),M,AGE_001,3,370.89,2.99,12900,89
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),M,AGE_002,15,1337.81,10.86,46790,422
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),M,AGE_003,4,807.76,5.65,24320,145
Dec-19,1306,1306. 한성대입구역2번출구,일일(회원),M,AGE_004,4,636.85,5.14,22160,88
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_001,14,682.54,5.54,23810,150
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_002,152,15562.61,139.49,601340,2249
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_003,43,6616.84,62.43,269060,730
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_004,35,7610.18,69.57,299950,921
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_005,12,918.41,7.07,30490,169
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_006,6,1931.35,16.04,69130,178
Dec-19,1306,1306. 한성대입구역2번출구,정기,\N,AGE_008,3,1291.62,12.01,51770,26
Dec-19,1306,1306. 한성대입구역2번출구,정기,,AGE_002,14,889.16,7.14,30810,252
Dec-19,1306,1306. 한성대입구역2번출구,정기,,AGE_003,14,6349.29,43.96,189580,158
Dec-19,1306,1306. 한성대입구역2번출구,정기,,AGE_005,17,997.18,9.69,41770,280
Dec-19,1306,1306. 한성대입구역2번출구,정기,F,AGE_001,3,193.09,2.13,9200,69
Dec-19,1306,1306. 한성대입구역2번출구,정기,F,AGE_002,65,13740.06,127.62,549940,1175
Dec-19,1306,1306. 한성대입구역2번출구,정기,F,AGE_003,45,3931.86,40.84,176030,492
Dec-19,1306,1306. 한성대입구역2번출구,정기,F,AGE_004,4,540.66,4.93,21270,119
Dec-19,1306,1306. 한성대입구역2번출구,정기,F,AGE_005,1,7.07,0.09,380,8
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_001,8,256.42,2.23,9560,92
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_002,92,11130.77,91.87,396110,1461
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_003,69,16274.32,127.79,550840,1445
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_004,30,1680.72,13.06,56170,366
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_005,21,1147.11,9.32,40080,511
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_006,5,153.81,1.36,5880,42
Dec-19,1306,1306. 한성대입구역2번출구,정기,M,AGE_007,1,13.94,0.13,550,2
Dec-19,1308,1308. 안암로터리 버스정류장 앞,단체,\N,AGE_001,5,219.83,2.2,9430,123
Dec-19,1308,1308. 안암로터리 버스정류장 앞,단체,\N,AGE_002,4,178.54,1.14,4940,96
Dec-19,1308,1308. 안암로터리 버스정류장 앞,단체,\N,AGE_004,2,89.06,0.8,3460,43
Dec-19,1308,1308. 안암로터리 버스정류장 앞,단체,\N,AGE_008,2,43.76,0.39,1700,20
Dec-19,1308,1308. 안암로터리 버스정류장 앞,단체,,AGE_001,3,71.05,0.6,2600,14
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(비회원),\N,AGE_008,19,1129.73,10.19,43890,425
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),\N,AGE_001,7,414.25,3.81,16370,103
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),\N,AGE_002,157,20456.63,166.38,717230,2672
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),\N,AGE_003,21,1096.54,9.43,40500,381
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),\N,AGE_004,1,54.89,0.46,1980,15
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),\N,AGE_005,1,92.15,0.83,3580,53
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),\N,AGE_008,6,278.82,2.58,11150,156
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),,AGE_001,4,219.36,1.52,6580,149
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),,AGE_002,21,2912.04,24.52,105640,394
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),,AGE_003,1,303.24,2.43,10490,50
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),F,AGE_001,1,30.63,0.28,1190,12
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),F,AGE_002,22,970.47,9.93,42690,423
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),F,AGE_003,2,60.4,0.57,2460,41
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),F,AGE_005,2,56.07,0.55,2360,86
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),M,AGE_001,1,88.03,0.54,2340,22
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),M,AGE_002,78,14339.94,120.27,518230,1899
Dec-19,1308,1308. 안암로터리 버스정류장 앞,일일(회원),M,AGE_003,15,753.01,6.21,26760,242
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_001,67,8099.53,69.47,299530,860
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_002,851,133988.04,1136.81,4899870,12122
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_003,190,30453.71,219.95,947920,2965
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_004,45,4852.45,36.96,159140,800
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_005,22,2702.7,24.4,105240,542
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_006,5,1024.03,9.08,39170,135
Dec-19,1308,1308. 안암로터리 버스정류장 앞,정기,\N,AGE_008,35,3755.32,33.75,145430,388
